學年,大學,修課程度,就業情況,職業,畢業生人數
2013/14,香港科技大學,硏究院硏究課程,升學,非全職就業,69
2013/14,香港科技大學,硏究院硏究課程,失業,非全職就業,12
2013/14,香港科技大學,硏究院硏究課程,全職就業,工程師,16
2013/14,香港科技大學,硏究院硏究課程,全職就業,文書及相關人員,1
2013/14,香港科技大學,硏究院硏究課程,全職就業,未有提供資料,9
2013/14,香港科技大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2013/14,香港科技大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,13
2013/14,香港科技大學,硏究院硏究課程,全職就業,物理和生命科學家,2
2013/14,香港科技大學,硏究院硏究課程,全職就業,商務專業人員,15
2013/14,香港科技大學,硏究院硏究課程,全職就業,資料不全以致未能分類,2
2013/14,香港科技大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2013/14,香港科技大學,硏究院硏究課程,全職就業,敎學專業,129
2013/14,香港科技大學,硏究院硏究課程,其他,非全職就業,69
2013/14,香港科技大學,硏究院硏究課程,就業不足,非全職就業,3
2013/14,香港浸會大學,學士學位課程,升學,非全職就業,124
2013/14,香港浸會大學,學士學位課程,失業,非全職就業,7
2013/14,香港浸會大學,學士學位課程,全職就業,工程技術人員,3
2013/14,香港浸會大學,學士學位課程,全職就業,工程師,4
2013/14,香港浸會大學,學士學位課程,全職就業,不在上述分類,7
2013/14,香港浸會大學,學士學位課程,全職就業,文書及相關人員,3
2013/14,香港浸會大學,學士學位課程,全職就業,未有提供資料,87
2013/14,香港浸會大學,學士學位課程,全職就業,作家、新聞記者及相關作家,106
2013/14,香港浸會大學,學士學位課程,全職就業,系統分析員和電腦程序員,60
2013/14,香港浸會大學,學士學位課程,全職就業,其他服務工作人員,12
2013/14,香港浸會大學,學士學位課程,全職就業,其他專業人員和技術工人,80
2013/14,香港浸會大學,學士學位課程,全職就業,物理和生命科學技術員,20
2013/14,香港浸會大學,學士學位課程,全職就業,物理和生命科學家,2
2013/14,香港浸會大學,學士學位課程,全職就業,保險、房地產及商業服務,4
2013/14,香港浸會大學,學士學位課程,全職就業,保護服務工作者,2
2013/14,香港浸會大學,學士學位課程,全職就業,建築師和測量師,1
2013/14,香港浸會大學,學士學位課程,全職就業,政府官員（一般職系）,20
2013/14,香港浸會大學,學士學位課程,全職就業,政府官員和外交官,1
2013/14,香港浸會大學,學士學位課程,全職就業,商務專業人員,434
2013/14,香港浸會大學,學士學位課程,全職就業,會計師及核數師,63
2013/14,香港浸會大學,學士學位課程,全職就業,經理,11
2013/14,香港浸會大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,21
2013/14,香港浸會大學,學士學位課程,全職就業,資料不全以致未能分類,1
2013/14,香港浸會大學,學士學位課程,全職就業,銷售／服務人員,45
2013/14,香港浸會大學,學士學位課程,全職就業,醫療和衞生工作者,28
2013/14,香港浸會大學,學士學位課程,全職就業,藝術家,49
2013/14,香港浸會大學,學士學位課程,全職就業,敎學專業,177
2013/14,香港浸會大學,學士學位課程,其他,非全職就業,40
2013/14,香港浸會大學,學士學位課程,就業不足,非全職就業,74
2013/14,香港浸會大學,硏究院修課課程,升學,非全職就業,1
2013/14,香港浸會大學,硏究院修課課程,全職就業,商務專業人員,1
2013/14,香港浸會大學,硏究院修課課程,全職就業,敎學專業,9
2013/14,香港浸會大學,硏究院修課課程,其他,非全職就業,1
2013/14,香港浸會大學,硏究院硏究課程,升學,非全職就業,4
2013/14,香港浸會大學,硏究院硏究課程,全職就業,未有提供資料,2
2013/14,香港浸會大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,2
2013/14,香港浸會大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,1
2013/14,香港浸會大學,硏究院硏究課程,全職就業,物理和生命科學技術員,2
2013/14,香港浸會大學,硏究院硏究課程,全職就業,物理和生命科學家,3
2013/14,香港浸會大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,1
2013/14,香港浸會大學,硏究院硏究課程,全職就業,敎學專業,26
2013/14,香港浸會大學,硏究院硏究課程,其他,非全職就業,23
2013/14,香港理工大學,副學位課程,升學,非全職就業,736
2013/14,香港理工大學,副學位課程,失業,非全職就業,19
2013/14,香港理工大學,副學位課程,全職就業,工程技術人員,15
2013/14,香港理工大學,副學位課程,全職就業,工程師,38
2013/14,香港理工大學,副學位課程,全職就業,文書及相關人員,1
2013/14,香港理工大學,副學位課程,全職就業,作家、新聞記者及相關作家,1
2013/14,香港理工大學,副學位課程,全職就業,系統分析員和電腦程序員,6
2013/14,香港理工大學,副學位課程,全職就業,其他服務工作人員,7
2013/14,香港理工大學,副學位課程,全職就業,其他專業人員和技術工人,17
2013/14,香港理工大學,副學位課程,全職就業,宗教工作者,1
2013/14,香港理工大學,副學位課程,全職就業,物理和生命科學技術員,4
2013/14,香港理工大學,副學位課程,全職就業,物理和生命科學家,1
2013/14,香港理工大學,副學位課程,全職就業,保險、房地產及商業服務,3
2013/14,香港理工大學,副學位課程,全職就業,保護服務工作者,2
2013/14,香港理工大學,副學位課程,全職就業,建築師和測量師,34
2013/14,香港理工大學,副學位課程,全職就業,飛機和船舶人員,1
2013/14,香港理工大學,副學位課程,全職就業,商務專業人員,64
2013/14,香港理工大學,副學位課程,全職就業,銷售／服務人員,11
2013/14,香港理工大學,副學位課程,全職就業,藝術家,22
2013/14,香港理工大學,副學位課程,全職就業,敎學專業,5
2013/14,香港理工大學,副學位課程,其他,非全職就業,6
2013/14,香港理工大學,副學位課程,就業不足,非全職就業,33
2013/14,香港理工大學,學士學位課程,升學,非全職就業,140
2013/14,香港理工大學,學士學位課程,失業,非全職就業,98
2013/14,香港理工大學,學士學位課程,全職就業,工程技術人員,4
2013/14,香港理工大學,學士學位課程,全職就業,工程師,423
2013/14,香港理工大學,學士學位課程,全職就業,文書及相關人員,7
2013/14,香港理工大學,學士學位課程,全職就業,生產及有關工人,6
2013/14,香港理工大學,學士學位課程,全職就業,作家、新聞記者及相關作家,16
2013/14,香港理工大學,學士學位課程,全職就業,系統分析員和電腦程序員,174
2013/14,香港理工大學,學士學位課程,全職就業,其他服務工作人員,70
2013/14,香港理工大學,學士學位課程,全職就業,其他專業人員和技術工人,72
2013/14,香港理工大學,學士學位課程,全職就業,物理和生命科學技術員,51
2013/14,香港理工大學,學士學位課程,全職就業,物理和生命科學家,6
2013/14,香港理工大學,學士學位課程,全職就業,保險、房地產及商業服務,51
2013/14,香港理工大學,學士學位課程,全職就業,保護服務工作者,8
2013/14,香港理工大學,學士學位課程,全職就業,建築師和測量師,133
2013/14,香港理工大學,學士學位課程,全職就業,政府官員（一般職系）,2
2013/14,香港理工大學,學士學位課程,全職就業,飛機和船舶人員,4
2013/14,香港理工大學,學士學位課程,全職就業,商務專業人員,659
2013/14,香港理工大學,學士學位課程,全職就業,會計師及核數師,164
2013/14,香港理工大學,學士學位課程,全職就業,經理,1
2013/14,香港理工大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,52
2013/14,香港理工大學,學士學位課程,全職就業,銷售／服務人員,49
2013/14,香港理工大學,學士學位課程,全職就業,醫療和衞生工作者,405
2013/14,香港理工大學,學士學位課程,全職就業,藝術家,171
2013/14,香港理工大學,學士學位課程,全職就業,敎學專業,43
2013/14,香港理工大學,學士學位課程,其他,非全職就業,35
2013/14,香港理工大學,學士學位課程,就業不足,非全職就業,97
2013/14,香港理工大學,硏究院修課課程,全職就業,其他專業人員和技術工人,2
2013/14,香港理工大學,硏究院修課課程,全職就業,敎學專業,1
2013/14,香港理工大學,硏究院硏究課程,升學,非全職就業,8
2013/14,香港理工大學,硏究院硏究課程,失業,非全職就業,3
2013/14,香港理工大學,硏究院硏究課程,全職就業,工程技術人員,1
2013/14,香港理工大學,硏究院硏究課程,全職就業,工程師,6
2013/14,香港理工大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2013/14,香港理工大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,2
2013/14,香港理工大學,硏究院硏究課程,全職就業,物理和生命科學技術員,1
2013/14,香港理工大學,硏究院硏究課程,全職就業,商務專業人員,6
2013/14,香港理工大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,21
2013/14,香港理工大學,硏究院硏究課程,全職就業,醫療和衞生工作者,1
2013/14,香港理工大學,硏究院硏究課程,全職就業,敎學專業,6
2013/14,香港理工大學,硏究院硏究課程,其他,非全職就業,3
2013/14,香港理工大學,硏究院硏究課程,就業不足,非全職就業,2
2013/14,香港敎育大學,副學位課程,升學,非全職就業,5
2013/14,香港敎育大學,副學位課程,全職就業,文書及相關人員,1
2013/14,香港敎育大學,副學位課程,全職就業,未有提供資料,3
2013/14,香港敎育大學,副學位課程,全職就業,商務專業人員,1
2013/14,香港敎育大學,副學位課程,全職就業,農業和漁業工人,1
2013/14,香港敎育大學,副學位課程,全職就業,銷售／服務人員,1
2013/14,香港敎育大學,副學位課程,全職就業,敎學專業,238
2013/14,香港敎育大學,副學位課程,其他,非全職就業,1
2013/14,香港敎育大學,副學位課程,就業不足,非全職就業,26
2013/14,香港敎育大學,學士學位課程,升學,非全職就業,63
2013/14,香港敎育大學,學士學位課程,失業,非全職就業,7
2013/14,香港敎育大學,學士學位課程,全職就業,不在上述分類,3
2013/14,香港敎育大學,學士學位課程,全職就業,文書及相關人員,16
2013/14,香港敎育大學,學士學位課程,全職就業,未有提供資料,10
2013/14,香港敎育大學,學士學位課程,全職就業,作家、新聞記者及相關作家,7
2013/14,香港敎育大學,學士學位課程,全職就業,系統分析員和電腦程序員,2
2013/14,香港敎育大學,學士學位課程,全職就業,其他服務工作人員,4
2013/14,香港敎育大學,學士學位課程,全職就業,其他專業人員和技術工人,1
2013/14,香港敎育大學,學士學位課程,全職就業,保險、房地產及商業服務,1
2013/14,香港敎育大學,學士學位課程,全職就業,保護服務工作者,3
2013/14,香港敎育大學,學士學位課程,全職就業,政府官員（一般職系）,2
2013/14,香港敎育大學,學士學位課程,全職就業,商務專業人員,40
2013/14,香港敎育大學,學士學位課程,全職就業,會計師及核數師,1
2013/14,香港敎育大學,學士學位課程,全職就業,經理,4
2013/14,香港敎育大學,學士學位課程,全職就業,農業和漁業工人,2
2013/14,香港敎育大學,學士學位課程,全職就業,銷售／服務人員,10
2013/14,香港敎育大學,學士學位課程,全職就業,藝術家,3
2013/14,香港敎育大學,學士學位課程,全職就業,敎學專業,525
2013/14,香港敎育大學,學士學位課程,其他,非全職就業,8
2013/14,香港敎育大學,學士學位課程,就業不足,非全職就業,40
2013/14,香港敎育大學,硏究院修課課程,升學,非全職就業,4
2013/14,香港敎育大學,硏究院修課課程,全職就業,不在上述分類,1
2013/14,香港敎育大學,硏究院修課課程,全職就業,文書及相關人員,3
2013/14,香港敎育大學,硏究院修課課程,全職就業,未有提供資料,1
2013/14,香港敎育大學,硏究院修課課程,全職就業,系統分析員和電腦程序員,1
2013/14,香港敎育大學,硏究院修課課程,全職就業,商務專業人員,1
2013/14,香港敎育大學,硏究院修課課程,全職就業,經理,1
2013/14,香港敎育大學,硏究院修課課程,全職就業,敎學專業,126
2013/14,香港敎育大學,硏究院修課課程,就業不足,非全職就業,5
2013/14,香港敎育大學,硏究院硏究課程,全職就業,敎學專業,3
2013/14,香港敎育大學,硏究院硏究課程,就業不足,非全職就業,2
2013/14,嶺南大學,學士學位課程,升學,非全職就業,54
2013/14,嶺南大學,學士學位課程,失業,非全職就業,7
2013/14,嶺南大學,學士學位課程,全職就業,文書及相關人員,17
2013/14,嶺南大學,學士學位課程,全職就業,未有提供資料,12
2013/14,嶺南大學,學士學位課程,全職就業,生產及有關工人,1
2013/14,嶺南大學,學士學位課程,全職就業,作家、新聞記者及相關作家,36
2013/14,嶺南大學,學士學位課程,全職就業,其他服務工作人員,5
2013/14,嶺南大學,學士學位課程,全職就業,其他專業人員和技術工人,12
2013/14,嶺南大學,學士學位課程,全職就業,法律工作者,3
2013/14,嶺南大學,學士學位課程,全職就業,保險、房地產及商業服務,13
2013/14,嶺南大學,學士學位課程,全職就業,保護服務工作者,2
2013/14,嶺南大學,學士學位課程,全職就業,政府官員（一般職系）,2
2013/14,嶺南大學,學士學位課程,全職就業,商務專業人員,266
2013/14,嶺南大學,學士學位課程,全職就業,會計師及核數師,53
2013/14,嶺南大學,學士學位課程,全職就業,經理,42
2013/14,嶺南大學,學士學位課程,全職就業,銷售／服務人員,29
2013/14,嶺南大學,學士學位課程,全職就業,藝術家,1
2013/14,嶺南大學,學士學位課程,全職就業,敎學專業,77
2013/14,嶺南大學,學士學位課程,其他,非全職就業,25
2013/14,嶺南大學,學士學位課程,就業不足,非全職就業,32
2013/14,嶺南大學,硏究院硏究課程,升學,非全職就業,5
2013/14,嶺南大學,硏究院硏究課程,失業,非全職就業,1
2013/14,嶺南大學,硏究院硏究課程,全職就業,商務專業人員,1
2013/14,嶺南大學,硏究院硏究課程,全職就業,會計師及核數師,3
2013/14,嶺南大學,硏究院硏究課程,全職就業,敎學專業,4
2013/14,嶺南大學,硏究院硏究課程,其他,非全職就業,1
2013/14,嶺南大學,硏究院硏究課程,就業不足,非全職就業,2
2014/15,香港大學,學士學位課程,升學,非全職就業,558
2014/15,香港大學,學士學位課程,失業,非全職就業,15
2014/15,香港大學,學士學位課程,全職就業,工程技術人員,14
2014/15,香港大學,學士學位課程,全職就業,工程師,222
2014/15,香港大學,學士學位課程,全職就業,文書及相關人員,32
2014/15,香港大學,學士學位課程,全職就業,未有提供資料,305
2014/15,香港大學,學士學位課程,全職就業,生產及有關工人,1
2014/15,香港大學,學士學位課程,全職就業,作家、新聞記者及相關作家,46
2014/15,香港大學,學士學位課程,全職就業,系統分析員和電腦程序員,52
2014/15,香港大學,學士學位課程,全職就業,其他服務工作人員,6
2014/15,香港大學,學士學位課程,全職就業,其他專業人員和技術工人,46
2014/15,香港大學,學士學位課程,全職就業,宗教工作者,3
2014/15,香港大學,學士學位課程,全職就業,法律工作者,14
2014/15,香港大學,學士學位課程,全職就業,物理和生命科學技術員,14
2014/15,香港大學,學士學位課程,全職就業,物理和生命科學家,25
2014/15,香港大學,學士學位課程,全職就業,保險、房地產及商業服務,29
2014/15,香港大學,學士學位課程,全職就業,保護服務工作者,10
2014/15,香港大學,學士學位課程,全職就業,建築師和測量師,98
2014/15,香港大學,學士學位課程,全職就業,政府官員（一般職系）,30
2014/15,香港大學,學士學位課程,全職就業,政府官員和外交官,1
2014/15,香港大學,學士學位課程,全職就業,飛機和船舶人員,6
2014/15,香港大學,學士學位課程,全職就業,商務專業人員,462
2014/15,香港大學,學士學位課程,全職就業,會計師及核數師,138
2014/15,香港大學,學士學位課程,全職就業,經理,60
2014/15,香港大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,45
2014/15,香港大學,學士學位課程,全職就業,銷售／服務人員,18
2014/15,香港大學,學士學位課程,全職就業,醫療和衞生工作者,402
2014/15,香港大學,學士學位課程,全職就業,藝術家,5
2014/15,香港大學,學士學位課程,全職就業,敎學專業,186
2014/15,香港大學,學士學位課程,其他,非全職就業,53
2014/15,香港大學,學士學位課程,就業不足,非全職就業,146
2014/15,香港大學,硏究院修課課程,升學,非全職就業,17
2014/15,香港大學,硏究院修課課程,失業,非全職就業,1
2014/15,香港大學,硏究院修課課程,全職就業,未有提供資料,50
2014/15,香港大學,硏究院修課課程,全職就業,其他專業人員和技術工人,3
2014/15,香港大學,硏究院修課課程,全職就業,法律工作者,72
2014/15,香港大學,硏究院修課課程,全職就業,保護服務工作者,1
2014/15,香港大學,硏究院修課課程,全職就業,建築師和測量師,54
2014/15,香港大學,硏究院修課課程,全職就業,政府官員（一般職系）,2
2014/15,香港大學,硏究院修課課程,全職就業,商務專業人員,6
2014/15,香港大學,硏究院修課課程,全職就業,銷售／服務人員,2
2014/15,香港大學,硏究院修課課程,全職就業,醫療和衞生工作者,1
2014/15,香港大學,硏究院修課課程,全職就業,敎學專業,78
2014/15,香港大學,硏究院修課課程,其他,非全職就業,7
2014/15,香港大學,硏究院修課課程,就業不足,非全職就業,7
2014/15,香港大學,硏究院硏究課程,升學,非全職就業,36
2014/15,香港大學,硏究院硏究課程,失業,非全職就業,8
2014/15,香港大學,硏究院硏究課程,全職就業,工程技術人員,3
2014/15,香港大學,硏究院硏究課程,全職就業,工程師,22
2014/15,香港大學,硏究院硏究課程,全職就業,未有提供資料,59
2014/15,香港大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2014/15,香港大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,3
2014/15,香港大學,硏究院硏究課程,全職就業,其他專業人員和技術工人,2
2014/15,香港大學,硏究院硏究課程,全職就業,法律工作者,2
2014/15,香港大學,硏究院硏究課程,全職就業,物理和生命科學技術員,7
2014/15,香港大學,硏究院硏究課程,全職就業,物理和生命科學家,10
2014/15,香港大學,硏究院硏究課程,全職就業,保護服務工作者,1
2014/15,香港大學,硏究院硏究課程,全職就業,建築師和測量師,1
2014/15,香港大學,硏究院硏究課程,全職就業,政府官員（一般職系）,1
2014/15,香港大學,硏究院硏究課程,全職就業,商務專業人員,20
2014/15,香港大學,硏究院硏究課程,全職就業,經理,5
2014/15,香港大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,2
2014/15,香港大學,硏究院硏究課程,全職就業,銷售／服務人員,1
2014/15,香港大學,硏究院硏究課程,全職就業,醫療和衞生工作者,17
2014/15,香港大學,硏究院硏究課程,全職就業,敎學專業,169
2014/15,香港大學,硏究院硏究課程,其他,非全職就業,34
2014/15,香港大學,硏究院硏究課程,就業不足,非全職就業,18
2014/15,香港中文大學,學士學位課程,升學,非全職就業,499
2014/15,香港中文大學,學士學位課程,失業,非全職就業,81
2014/15,香港中文大學,學士學位課程,全職就業,工程技術人員,3
2014/15,香港中文大學,學士學位課程,全職就業,工程師,92
2014/15,香港中文大學,學士學位課程,全職就業,文書及相關人員,33
2014/15,香港中文大學,學士學位課程,全職就業,未有提供資料,57
2014/15,香港中文大學,學士學位課程,全職就業,生產及有關工人,1
2014/15,香港中文大學,學士學位課程,全職就業,作家、新聞記者及相關作家,114
2014/15,香港中文大學,學士學位課程,全職就業,系統分析員和電腦程序員,197
2014/15,香港中文大學,學士學位課程,全職就業,其他服務工作人員,5
2014/15,香港中文大學,學士學位課程,全職就業,其他專業人員和技術工人,92
2014/15,香港中文大學,學士學位課程,全職就業,宗教工作者,2
2014/15,香港中文大學,學士學位課程,全職就業,法律工作者,14
2014/15,香港中文大學,學士學位課程,全職就業,物理和生命科學技術員,16
2014/15,香港中文大學,學士學位課程,全職就業,物理和生命科學家,20
2014/15,香港中文大學,學士學位課程,全職就業,保險、房地產及商業服務,24
2014/15,香港中文大學,學士學位課程,全職就業,保護服務工作者,8
2014/15,香港中文大學,學士學位課程,全職就業,建築師和測量師,51
2014/15,香港中文大學,學士學位課程,全職就業,政府官員（一般職系）,33
2014/15,香港中文大學,學士學位課程,全職就業,政府官員和外交官,1
2014/15,香港中文大學,學士學位課程,全職就業,飛機和船舶人員,2
2014/15,香港中文大學,學士學位課程,全職就業,商務專業人員,687
2014/15,香港中文大學,學士學位課程,全職就業,會計師及核數師,150
2014/15,香港中文大學,學士學位課程,全職就業,經理,24
2014/15,香港中文大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,69
2014/15,香港中文大學,學士學位課程,全職就業,農業和漁業工人,3
2014/15,香港中文大學,學士學位課程,全職就業,銷售／服務人員,30
2014/15,香港中文大學,學士學位課程,全職就業,醫療和衞生工作者,436
2014/15,香港中文大學,學士學位課程,全職就業,藝術家,17
2014/15,香港中文大學,學士學位課程,全職就業,敎學專業,264
2014/15,香港中文大學,學士學位課程,其他,非全職就業,73
2014/15,香港中文大學,學士學位課程,就業不足,非全職就業,51
2014/15,香港中文大學,硏究院修課課程,升學,非全職就業,5
2014/15,香港中文大學,硏究院修課課程,失業,非全職就業,6
2014/15,香港中文大學,硏究院修課課程,全職就業,工程師,1
2014/15,香港中文大學,硏究院修課課程,全職就業,文書及相關人員,1
2014/15,香港中文大學,硏究院修課課程,全職就業,未有提供資料,1
2014/15,香港中文大學,硏究院修課課程,全職就業,作家、新聞記者及相關作家,2
2014/15,香港中文大學,硏究院修課課程,全職就業,法律工作者,22
2014/15,香港中文大學,硏究院修課課程,全職就業,建築師和測量師,31
2014/15,香港中文大學,硏究院修課課程,全職就業,商務專業人員,4
2014/15,香港中文大學,硏究院修課課程,全職就業,醫療和衞生工作者,12
2014/15,香港中文大學,硏究院修課課程,全職就業,敎學專業,149
2014/15,香港中文大學,硏究院修課課程,其他,非全職就業,2
2014/15,香港中文大學,硏究院修課課程,就業不足,非全職就業,3
2014/15,香港中文大學,硏究院硏究課程,升學,非全職就業,54
2014/15,香港中文大學,硏究院硏究課程,失業,非全職就業,26
2014/15,香港中文大學,硏究院硏究課程,全職就業,工程師,7
2014/15,香港中文大學,硏究院硏究課程,全職就業,未有提供資料,16
2014/15,香港中文大學,硏究院硏究課程,全職就業,作家、新聞記者及相關作家,1
2014/15,香港中文大學,硏究院硏究課程,全職就業,系統分析員和電腦程序員,14
2014/15,香港中文大學,硏究院硏究課程,全職就業,宗教工作者,1
2014/15,香港中文大學,硏究院硏究課程,全職就業,物理和生命科學家,16
2014/15,香港中文大學,硏究院硏究課程,全職就業,政府官員（一般職系）,1
2014/15,香港中文大學,硏究院硏究課程,全職就業,商務專業人員,22
2014/15,香港中文大學,硏究院硏究課程,全職就業,醫療和衞生工作者,2
2014/15,香港中文大學,硏究院硏究課程,全職就業,藝術家,1
2014/15,香港中文大學,硏究院硏究課程,全職就業,敎學專業,136
2014/15,香港中文大學,硏究院硏究課程,其他,非全職就業,100
2014/15,香港中文大學,硏究院硏究課程,就業不足,非全職就業,10
2014/15,香港城市大學,副學位課程,升學,非全職就業,190
2014/15,香港城市大學,副學位課程,失業,非全職就業,4
2014/15,香港城市大學,副學位課程,全職就業,工程技術人員,17
2014/15,香港城市大學,副學位課程,全職就業,工程師,15
2014/15,香港城市大學,副學位課程,全職就業,文書及相關人員,2
2014/15,香港城市大學,副學位課程,全職就業,未有提供資料,9
2014/15,香港城市大學,副學位課程,全職就業,生產及有關工人,19
2014/15,香港城市大學,副學位課程,全職就業,其他服務工作人員,1
2014/15,香港城市大學,副學位課程,全職就業,保險、房地產及商業服務,1
2014/15,香港城市大學,副學位課程,全職就業,建築師和測量師,55
2014/15,香港城市大學,副學位課程,全職就業,政府官員（一般職系）,1
2014/15,香港城市大學,副學位課程,全職就業,經理,2
2014/15,香港城市大學,副學位課程,全職就業,銷售／服務人員,4
2014/15,香港城市大學,副學位課程,其他,非全職就業,1
2014/15,香港城市大學,副學位課程,就業不足,非全職就業,10
2014/15,香港城市大學,學士學位課程,升學,非全職就業,196
2014/15,香港城市大學,學士學位課程,失業,非全職就業,49
2014/15,香港城市大學,學士學位課程,全職就業,工程技術人員,21
2014/15,香港城市大學,學士學位課程,全職就業,工程師,202
2014/15,香港城市大學,學士學位課程,全職就業,不在上述分類,1
2014/15,香港城市大學,學士學位課程,全職就業,文書及相關人員,81
2014/15,香港城市大學,學士學位課程,全職就業,未有提供資料,162
2014/15,香港城市大學,學士學位課程,全職就業,生產及有關工人,2
2014/15,香港城市大學,學士學位課程,全職就業,作家、新聞記者及相關作家,59
2014/15,香港城市大學,學士學位課程,全職就業,系統分析員和電腦程序員,245
2014/15,香港城市大學,學士學位課程,全職就業,其他服務工作人員,16
2014/15,香港城市大學,學士學位課程,全職就業,其他專業人員和技術工人,69
2014/15,香港城市大學,學士學位課程,全職就業,法律工作者,10
2014/15,香港城市大學,學士學位課程,全職就業,物理和生命科學技術員,17
2014/15,香港城市大學,學士學位課程,全職就業,物理和生命科學家,6
2014/15,香港城市大學,學士學位課程,全職就業,保險、房地產及商業服務,27
2014/15,香港城市大學,學士學位課程,全職就業,保護服務工作者,14
2014/15,香港城市大學,學士學位課程,全職就業,建築師和測量師,80
2014/15,香港城市大學,學士學位課程,全職就業,政府官員（一般職系）,8
2014/15,香港城市大學,學士學位課程,全職就業,飛機和船舶人員,7
2014/15,香港城市大學,學士學位課程,全職就業,商務專業人員,640
2014/15,香港城市大學,學士學位課程,全職就業,會計師及核數師,181
2014/15,香港城市大學,學士學位課程,全職就業,經理,66
2014/15,香港城市大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,25
2014/15,香港城市大學,學士學位課程,全職就業,農業和漁業工人,2
2014/15,香港城市大學,學士學位課程,全職就業,銷售／服務人員,49
2014/15,香港城市大學,學士學位課程,全職就業,醫療和衞生工作者,8
2014/15,香港城市大學,學士學位課程,全職就業,藝術家,41
2014/15,香港城市大學,學士學位課程,全職就業,敎學專業,151
2014/15,香港城市大學,學士學位課程,其他,非全職就業,55
2014/15,香港城市大學,學士學位課程,就業不足,非全職就業,122
2014/15,香港城市大學,硏究院修課課程,升學,非全職就業,1
2014/15,香港城市大學,硏究院修課課程,失業,非全職就業,1
2014/15,香港城市大學,硏究院修課課程,全職就業,未有提供資料,6
2014/15,香港城市大學,硏究院修課課程,全職就業,法律工作者,31
2014/15,香港城市大學,硏究院修課課程,其他,非全職就業,1
2014/15,香港城市大學,硏究院修課課程,就業不足,非全職就業,1
2014/15,香港城市大學,硏究院硏究課程,升學,非全職就業,1
2014/15,香港城市大學,硏究院硏究課程,失業,非全職就業,4
2014/15,香港城市大學,硏究院硏究課程,全職就業,工程師,7
2014/15,香港城市大學,硏究院硏究課程,全職就業,未有提供資料,17
2014/15,香港城市大學,硏究院硏究課程,全職就業,物理和生命科學技術員,1
2014/15,香港城市大學,硏究院硏究課程,全職就業,物理和生命科學家,3
2014/15,香港城市大學,硏究院硏究課程,全職就業,商務專業人員,2
2014/15,香港城市大學,硏究院硏究課程,全職就業,經理,1
2014/15,香港城市大學,硏究院硏究課程,全職就業,經濟學家、統計學家和數學家,3
2014/15,香港城市大學,硏究院硏究課程,全職就業,敎學專業,47
2014/15,香港城市大學,硏究院硏究課程,其他,非全職就業,15
2014/15,香港城市大學,硏究院硏究課程,就業不足,非全職就業,5
2014/15,香港科技大學,學士學位課程,升學,非全職就業,213
2014/15,香港科技大學,學士學位課程,失業,非全職就業,21
2014/15,香港科技大學,學士學位課程,全職就業,工程技術人員,17
2014/15,香港科技大學,學士學位課程,全職就業,工程師,315
2014/15,香港科技大學,學士學位課程,全職就業,文書及相關人員,15
2014/15,香港科技大學,學士學位課程,全職就業,未有提供資料,141
2014/15,香港科技大學,學士學位課程,全職就業,作家、新聞記者及相關作家,15
2014/15,香港科技大學,學士學位課程,全職就業,系統分析員和電腦程序員,207
2014/15,香港科技大學,學士學位課程,全職就業,其他服務工作人員,7
2014/15,香港科技大學,學士學位課程,全職就業,其他專業人員和技術工人,5
2014/15,香港科技大學,學士學位課程,全職就業,宗教工作者,2
2014/15,香港科技大學,學士學位課程,全職就業,法律工作者,1
2014/15,香港科技大學,學士學位課程,全職就業,物理和生命科學技術員,10
2014/15,香港科技大學,學士學位課程,全職就業,物理和生命科學家,7
2014/15,香港科技大學,學士學位課程,全職就業,保險、房地產及商業服務,29
2014/15,香港科技大學,學士學位課程,全職就業,保護服務工作者,8
2014/15,香港科技大學,學士學位課程,全職就業,建築師和測量師,2
2014/15,香港科技大學,學士學位課程,全職就業,政府官員（一般職系）,17
2014/15,香港科技大學,學士學位課程,全職就業,飛機和船舶人員,11
2014/15,香港科技大學,學士學位課程,全職就業,商務專業人員,545
2014/15,香港科技大學,學士學位課程,全職就業,會計師及核數師,171
2014/15,香港科技大學,學士學位課程,全職就業,經理,7
2014/15,香港科技大學,學士學位課程,全職就業,經濟學家、統計學家和數學家,12
2014/15,香港科技大學,學士學位課程,全職就業,農業和漁業工人,1
2014/15,香港科技大學,學士學位課程,全職就業,銷售／服務人員,8
